naselje_maticni_broj,naselje_ime,opstina_ime,pop,stage
720968,ЗЕБИЦА,КРУШЕВАЦ,142,1
720976,ЗУБОВАЦ,КРУШЕВАЦ,114,1
710385,КУНОВО,ВЛАДИЧИН ХАН,305,1
720275,ЦВЕТКЕ,КРАЉЕВО,877,1
720283,ЦЕРЈЕ,КРАЉЕВО,395,1
735566,ГОРЊА КОЊУША,ПРОКУПЉЕ,37,1
720992,ЈАСИКА,КРУШЕВАЦ,1537,1
738832,ДРАЈИНАЦ,СВРЉИГ,392,1
729400,ОСТРОВИЦА,НИШКА БАЊА,351,2
729418,ПАЛИГРАЦЕ,ЦРВЕНИ КРСТ,215,2
735701,ДОЊА КОЊУША,ПРОКУПЉЕ,229,1
735710,ДОЊА РЕЧИЦА,ПРОКУПЉЕ,297,1
802239,ДЕБЕЉАЧА,КОВАЧИЦА,3727,1
802247,ИДВОР,КОВАЧИЦА,817,1
737437,РАКОВАЦ,РАШКА,128,1
737445,РАШКА,РАШКА,6291,1
737453,РВАТИ,РАШКА,586,1
737461,РУДНИЦА,РАШКА,240,1
723070,ПЕПЕЉЕВАЦ,ЛАЈКОВАЦ,566,1
723088,ПРИДВОРИЦА,ЛАЈКОВАЦ,159,1
723096,БОГОВАЂА,ЛАЈКОВАЦ,384,1
723100,РАТКОВАЦ,ЛАЈКОВАЦ,288,1
723118,РУБРИБРЕЗА,ЛАЈКОВАЦ,733,1
723126,СКОБАЉ,ЛАЈКОВАЦ,102,1
723142,СТЕПАЊЕ,ЛАЈКОВАЦ,374,1
723240,ГОРЊЕ ВРАНОВЦЕ,ЛЕБАНЕ,115,1
723258,ГРГУРОВЦЕ,ЛЕБАНЕ,263,1
723266,ДОЊЕ ВРАНОВЦЕ,ЛЕБАНЕ,210,1
729531,СЕЧАНИЦА,ЦРВЕНИ КРСТ,651,2
701505,ГОРЊА ТРЕШЊЕВИЦА,АРАНЂЕЛОВАЦ,320,1
726907,ТОПОЛНИЦА,МАЈДАНПЕК,562,1
726915,ЦРНАЈКА,МАЈДАНПЕК,720,1
726923,АМАЈИЋ,МАЛИ ЗВОРНИК,104,1
726931,БРАСИНА,МАЛИ ЗВОРНИК,1342,1
743046,ПРЊАВОР,ТРСТЕНИК,253,1
737046,ГЊИЛИЦА,РАШКА,107,1
705217,БАРБАТОВАЦ,БЛАЦЕ,197,1
705225,БЛАЦЕ,БЛАЦЕ,4865,1
802760,БУКОВАЦ,НОВИ САД,3636,1
722278,МЕХАНЕ,КУРШУМЛИЈА,10,1
722286,МИРНИЦА,КУРШУМЛИЈА,6,1
724653,МИЛАНОВО,ЛЕСКОВАЦ,431,1
724661,МИРОШЕВЦЕ,ЛЕСКОВАЦ,764,1
737887,ЦИКОТ,РЕКОВАЦ,139,1
737895,ШЉИВИЦА,РЕКОВАЦ,110,1
737909,БАГРДАН,ЈАГОДИНА,645,1
737917,БЕЛИЦА,ЈАГОДИНА,266,1
737925,БРЕСЈЕ,ЈАГОДИНА,515,1
704652,ЗАБРЕЖЈЕ,ОБРЕНОВАЦ,2171,1
704679,ЗВЕЧКА,ОБРЕНОВАЦ,5846,1
732052,БАЗОВИК,ПИРОТ,41,1
732079,БАРЈЕ ЧИФЛИК,ПИРОТ,507,1
732087,БАСАРА,ПИРОТ,0,1
732095,БЕЛА,ПИРОТ,5,1
728322,ПЛАНИНИЦА,МИОНИЦА,179,1
728349,ПОПАДИЋ,МИОНИЦА,611,1
728357,РАДОБИЋ,МИОНИЦА,281,1
728365,РАЈКОВИЋ,МИОНИЦА,259,1
733008,КЛИЧЕВАЦ,ПОЖАРЕВАЦ,771,1
714879,ЖАБАРИ,ЖАБАРИ,1022,1
714887,КОЧЕТИН,ЖАБАРИ,334,1
714895,МИРИЈЕВО,ЖАБАРИ,290,1
714909,ОРЕОВИЦА,ЖАБАРИ,527,1
714917,ПОЛАТНА,ЖАБАРИ,197,1
714925,ПОРОДИН,ЖАБАРИ,1437,1
738468,ШУЉКОВАЦ,ЈАГОДИНА,584,1
738476,БОБОВО,СВИЛАЈНАЦ,1081,1
734195,МАЖИЋИ,ПРИБОЈ,131,1
734209,МИЛИЈЕШ,ПРИБОЈ,460,1
734217,ПЛАШЋЕ,ПРИБОЈ,45,1
734225,ПОЖЕГРМАЦ,ПРИБОЈ,97,1
735264,БАБОТИНАЦ,ПРОКУПЉЕ,178,1
735272,БАЈЧИНЦЕ,ПРОКУПЉЕ,128,1
735299,БАЛИНОВАЦ,ПРОКУПЉЕ,153,1
735302,БАЛЧАК,ПРОКУПЉЕ,14,1
735329,БАЦЕ,ПРОКУПЉЕ,131,1
735337,БЕЛА ВОДА,ПРОКУПЉЕ,219,1
735752,ДОЊЕ КОРДИНЦЕ,ПРОКУПЉЕ,144,1
735779,ДОЊИ СТАТОВАЦ,ПРОКУПЉЕ,8,1
735787,ДРАГИ ДЕО,ПРОКУПЉЕ,6,1
738425,ТОПОЛА,ЈАГОДИНА,21,1
738441,ЦРНЧЕ,ЈАГОДИНА,141,1
703338,НОВО СЕЛО,БЕЛА ПАЛАНКА,43,1
703346,ОРЕОВАЦ,БЕЛА ПАЛАНКА,22,1
703354,ПАЈЕЖ,БЕЛА ПАЛАНКА,14,1
703362,СИЊАЦ,БЕЛА ПАЛАНКА,92,1
703389,ТАМЊАНИЦА,БЕЛА ПАЛАНКА,84,1
703397,ТЕЛОВАЦ,БЕЛА ПАЛАНКА,8,1
727962,КРУШЦЕ,ПАЛИЛУЛА (НИШ),723,2
727989,ЛЕПАЈА,МЕРОШИНА,536,1
727997,МЕРОШИНА,МЕРОШИНА,799,1
727881,ДЕШИЛОВО,МЕРОШИНА,314,1
801526,ЕЛЕМИР,ЗРЕЊАНИН,3672,1
728110,ВИРОВАЦ,МИОНИЦА,268,1
802387,МРАМОРАК,КОВИН,2265,1
711845,МОШТАНИЦА,ВРАЊЕ,321,1
735680,ДОЊА БЕЈАШНИЦА,ПРОКУПЉЕ,1,1
735698,ДОЊА БРЕСНИЦА,ПРОКУПЉЕ,100,1
704547,ШЕПШИН,МЛАДЕНОВАЦ,657,1
704555,БАЉЕВАЦ,ОБРЕНОВАЦ,512,1
733300,ЗДРАВЧИЋИ,ПОЖЕГА,399,1
733296,ЗАСЕЉЕ,ПОЖЕГА,280,1
735639,ГОРЊЕ КОРДИНЦЕ,ПРОКУПЉЕ,123,1
735647,ГОРЊИ СТАТОВАЦ,ПРОКУПЉЕ,8,1
728055,РОЖИНА,МЕРОШИНА,554,1
704385,ДУБОНА,МЛАДЕНОВАЦ,827,1
704393,ЈАГЊИЛО,МЛАДЕНОВАЦ,1816,1
704407,КОВАЧЕВАЦ,МЛАДЕНОВАЦ,3838,1
704415,КОРАЋИЦА,МЛАДЕНОВАЦ,1719,1
740624,ГЛИБОВАЦ,СМЕДЕРЕВСКА ПАЛАНКА,1740,1
740632,ГОЛОБОК,СМЕДЕРЕВСКА ПАЛАНКА,1616,1
740659,ГРЧАЦ,СМЕДЕРЕВСКА ПАЛАНКА,944,1
740667,КУСАДАК,СМЕДЕРЕВСКА ПАЛАНКА,4016,1
740381,ЛУГАВЧИНА,СМЕДЕРЕВО,2516,1
739600,ЗАЈЕЧИЋЕ,СЈЕНИЦА,335,1
739618,ЗАХУМСКО,СЈЕНИЦА,80,1
739626,ЈЕВИК,СЈЕНИЦА,30,1
730246,ГРУБЕТИЋЕ,НОВИ ПАЗАР,64,1
708585,ДУПЉАЈ,ВАЉЕВО,276,1
739758,КРИВАЈА,СЈЕНИЦА,8,1
740802,ВРМЏА,СОКОБАЊА,387,1
740829,ДУГО ПОЉЕ,СОКОБАЊА,359,1
740837,ЖУЧКОВАЦ,СОКОБАЊА,325,1
800295,СЕЛЕНЧА,БАЧ,2395,1
800309,БАЧКА ПАЛАНКА,БАЧКА ПАЛАНКА,25476,1
704784,РАТАРИ,ОБРЕНОВАЦ,522,1
704792,РВАТИ,ОБРЕНОВАЦ,2960,1
704806,СКЕЛА,ОБРЕНОВАЦ,1590,1
704814,СТУБЛИНЕ,ОБРЕНОВАЦ,2569,1
720470,ЛИПЕНОВИЋ,КРУПАЊ,416,1
720488,МОЈКОВИЋ,КРУПАЊ,476,1
720496,ПЛАНИНА,КРУПАЊ,57,1
720500,РАВНАЈА,КРУПАЊ,145,1
716731,РТКОВО,КЛАДОВО,645,1
716740,ТЕКИЈА,КЛАДОВО,618,1
717223,БЕЛИ ПОТОК,КЊАЖЕВАЦ,62,1
717231,БЕРЧИНОВАЦ,КЊАЖЕВАЦ,106,1
707627,БИЉАЧА,БУЈАНОВАЦ,1976,1
707635,БОГДАНОВАЦ,БУЈАНОВАЦ,33,1
707643,БОЖИЊЕВАЦ,БУЈАНОВАЦ,385,1
707651,БОРОВАЦ,БУЈАНОВАЦ,42,1
740454,РАДИНАЦ,СМЕДЕРЕВО,4714,1
743445,ГРАДАЦ,ТУТИН,112,1
715913,ТРНАВАЦ,ЗАЈЕЧАР,274,1
715921,ХАЛОВО,ЗАЈЕЧАР,513,1
715930,ЧОКОЊАР,ЗАЈЕЧАР,74,1
711446,ДОЊА ОТУЉА,ВРАЊЕ,59,1
713171,БРАЈИЋИ,ГОРЊИ МИЛАНОВАЦ,18,1
707031,БОТУЊА,БРУС,237,1
803286,СИБАЧ,ПЕЋИНЦИ,463,1
805017,ЕРДЕВИК,ШИД,2144,1
738522,ГРАБОВАЦ,СВИЛАЈНАЦ,697,1
738549,ДУБЉЕ,СВИЛАЈНАЦ,896,1
707015,БОЗОЉИН,БРУС,46,1
804223,НОЋАЈ,СРЕМСКА МИТРОВИЦА,1626,1
712710,МАЛИ ВРТОП,ГАЏИН ХАН,67,1
712728,МАЛИ КРЧИМИР,ГАЏИН ХАН,131,1
712736,МАРИНА КУТИНА,ГАЏИН ХАН,213,1
712744,МИЉКОВАЦ,ГАЏИН ХАН,27,1
736449,ВИТОШЕВАЦ,РАЖАЊ,826,1
736457,ГРАБОВО,РАЖАЊ,97,1
736465,ЛИПОВАЦ,РАЖАЊ,211,1
713651,ПРЊАВОР,ГОРЊИ МИЛАНОВАЦ,112,1
713660,РЕЉИНЦИ,ГОРЊИ МИЛАНОВАЦ,148,1
736732,ВУЧИЋ,РАЧА,746,1
802735,ФИЛИЋ,НОВИ КНЕЖЕВАЦ,118,1
719854,МИЛАВЧИЋИ,КРАЉЕВО,323,1
719862,МИЛАКОВАЦ,КРАЉЕВО,398,1
736821,САРАНОВО,РАЧА,840,1
736830,СЕПЦИ,РАЧА,420,1
736848,СИПИЋ,РАЧА,326,1
745391,ТРНАВА,ЧАЈЕТИНА,143,1
745405,ЧАЈЕТИНА,ЧАЈЕТИНА,3735,1
745413,ШЉИВОВИЦА,ЧАЈЕТИНА,386,1
745421,АТЕНИЦА,ЧАЧАК,522,1
745430,БАЛУГА (ЉУБИЋСКА),ЧАЧАК,383,1
731455,КЛАЧЕВИЦА,ПАРАЋИН,468,1
727326,ГАЗДАРЕ,МЕДВЕЂА,362,1
727334,ГОРЊА ЛАПАШТИЦА,МЕДВЕЂА,137,1
727342,ГОРЊИ БУЧУМЕТ,МЕДВЕЂА,71,1
743330,ВЕЉЕ ПОЉЕ,ТУТИН,873,1
725897,ГУЧА (СЕЛО),ЛУЧАНИ,1694,1
743674,ЈАРЕБИЦЕ,ТУТИН,139,1
724424,ЈЕЛАШНИЦА,ЛЕСКОВАЦ,183,1
725218,БРАДИЋ,ЛОЗНИЦА,592,1
715999,БРЕЗОВА,ИВАЊИЦА,371,1
716006,БРУСНИК,ИВАЊИЦА,186,1
716014,БУДОЖЕЉА,ИВАЊИЦА,167,1
716022,ВАСИЉЕВИЋИ,ИВАЊИЦА,31,1
716049,ВИОНИЦА,ИВАЊИЦА,163,1
716057,ВРМБАЈЕ,ИВАЊИЦА,206,1
711624,КОПАЊАНЕ,ВРАЊЕ,19,1
711632,КОРБЕВАЦ,ВРАЊСКА БАЊА,567,2
719366,БОРОВО,КРАЉЕВО,67,1
719374,БРЕЗНА,КРАЉЕВО,66,1
743526,ДОБРИЊЕ,ТУТИН,73,1
726397,МОРАВЦИ,ЉИГ,495,1
723622,БАРЈЕ,ЛЕСКОВАЦ,157,1
723649,БЕЛАНОВЦЕ,ЛЕСКОВАЦ,443,1
805076,МОРОВИЋ,ШИД,1301,1
723860,ВИНА,ЛЕСКОВАЦ,117,1
723878,ВИНАРЦЕ,ЛЕСКОВАЦ,2327,1
719668,КАМЕНИЦА,КРАЉЕВО,109,1
719676,КАМЕЊАНИ,КРАЉЕВО,208,1
744174,ЧУКОТЕ,ТУТИН,93,1
744182,ШАРОЊЕ,ТУТИН,201,1
744328,ЋИЋЕВАЦ,ЋИЋЕВАЦ,3902,1
744336,БАТИНАЦ,ЋУПРИЈА,545,1
744344,БИГРЕНИЦА,ЋУПРИЈА,474,1
716359,ОПАЉЕНИК,ИВАЊИЦА,150,1
716367,ОСОНИЦА,ИВАЊИЦА,670,1
716375,ПРЕСЕКА,ИВАЊИЦА,237,1
717240,БОЖИНОВАЦ,КЊАЖЕВАЦ,1,1
746452,ПОЦЕРСКИ МЕТКОВИЋ,ШАБАЦ,506,1
746479,ПОЦЕРСКИ ПРИЧИНОВИЋ,ШАБАЦ,6365,1
746487,ПРЕДВОРИЦА,ШАБАЦ,308,1
746495,ПРЊАВОР,ШАБАЦ,3324,1
746509,РАДОВАШНИЦА,ШАБАЦ,163,1
717258,БУЛИНОВАЦ,КЊАЖЕВАЦ,128,1
717266,БУЧЈЕ,КЊАЖЕВАЦ,163,1
717274,ВАЛЕВАЦ,КЊАЖЕВАЦ,147,1
746584,ЦЕРОВАЦ,ШАБАЦ,374,1
746592,ЦУЉКОВИЋ,ШАБАЦ,471,1
746606,ШАБАЦ,ШАБАЦ,51163,1
718726,ГОРЊЕ ЈАРУШИЦЕ,КРАГУЈЕВАЦ,446,1
718734,ГОРЊЕ КОМАРИЦЕ,КРАГУЈЕВАЦ,156,1
718742,ГРОШНИЦА,КРАГУЈЕВАЦ,1355,1
718769,ДЕСИМИРОВАЦ,КРАГУЈЕВАЦ,1528,1
718777,ДИВОСТИН,КРАГУЈЕВАЦ,351,1
745936,ПРИЈЕВОР,ЧАЧАК,1440,1
745944,ПРИСЛОНИЦА,ЧАЧАК,1225,1
745952,РАЈАЦ,ЧАЧАК,236,1
727288,БОРОВАЦ,МЕДВЕЂА,62,1
730190,ГОЛИЦЕ,НОВИ ПАЗАР,34,1
734276,РИТОШИЋИ,ПРИБОЈ,57,1
705390,КАШЕВАР,БЛАЦЕ,217,1
709042,СТУБО,ВАЉЕВО,148,1
709069,СУВОДАЊЕ,ВАЉЕВО,394,1
709077,СУШИЦА,ВАЉЕВО,175,1
709085,ТАОР,ВАЉЕВО,245,1
709093,ТУБРАВИЋ,ВАЉЕВО,191,1
802891,ЧЕНЕЈ,НОВИ САД,1942,1
727776,АРБАНАСЦЕ,МЕРОШИНА,415,1
727784,БАЛАЈНАЦ,МЕРОШИНА,1143,1
706108,ПРИДВОРИЦА,БОЈНИК,766,1
728195,ДУЧИЋ,МИОНИЦА,427,1
728209,ЂУРЂЕВАЦ,МИОНИЦА,162,1
735914,КОНЧИЋ,ПРОКУПЉЕ,62,1
707040,БРЂАНИ,БРУС,108,1
707058,БРЗЕЋЕ,БРУС,213,1
707066,БРУС,БРУС,4183,1
742406,ЗЛАДОВЦЕ,ТРГОВИШТЕ,62,1
734861,ЛУЧИЦЕ,ПРИЈЕПОЉЕ,98,1
734870,МАТАРУГЕ,ПРИЈЕПОЉЕ,85,1
734888,МЕЂАНИ,ПРИЈЕПОЉЕ,21,1
743364,ВРБА,ТУТИН,140,1
728977,ВРЕЛО,ПАНТЕЛЕЈ,169,2
704989,ЂУРИНЦИ,СОПОТ,878,1
704997,МАЛА ИВАНЧА,СОПОТ,1619,1
705004,МАЛИ ПОЖАРЕВАЦ,СОПОТ,1287,1
714437,ИЗАТОВЦИ,ДИМИТРОВГРАД,15,1
714445,ИСКРОВЦИ,ДИМИТРОВГРАД,7,1
714453,КАМЕНИЦА,ДИМИТРОВГРАД,8,1
731331,ГЛАВИЦА,ПАРАЋИН,889,1
716626,КУПУЗИШТЕ,КЛАДОВО,157,1
716634,ЉУБИЧЕВАЦ,КЛАДОВО,324,1
716642,МАЛА ВРБИЦА,КЛАДОВО,473,1
716685,НОВИ СИП,КЛАДОВО,588,1
707082,ВЕЛИКА ГРАБОВНИЦА,БРУС,499,1
736236,РАСТОВНИЦА,ПРОКУПЉЕ,35,1
736244,РГАЈЕ,ПРОКУПЉЕ,0,1
736279,РЕСИНАЦ,ПРОКУПЉЕ,130,1
736287,СЕЛИШТЕ,ПРОКУПЉЕ,22,1
707139,ГОРЊЕ ЛЕВИЋЕ,БРУС,70,1
707147,ГОРЊИ ЛИПОВАЦ,БРУС,29,1
707155,ГРАД,БРУС,51,1
708194,СТАРАЦ,БУЈАНОВАЦ,106,1
708216,ТРЕЈАК,БУЈАНОВАЦ,159,1
737275,МИЛАТКОВИЋЕ,РАШКА,168,1
708615,ЗАРУБЕ,ВАЉЕВО,112,1
708623,ЗЛАТАРИЋ,ВАЉЕВО,344,1
739260,БОРОВИЋЕ,СЈЕНИЦА,65,1
708828,МРЧИЋ,ВАЉЕВО,128,1
708836,ОГЛАЂЕНОВАЦ,ВАЉЕВО,287,1
708844,ОСЛАДИЋ,ВАЉЕВО,355,1
708895,ПОПУЧКЕ,ВАЉЕВО,2492,1
728233,КОМАНИЦЕ,МИОНИЦА,311,1
742198,ПЛАСКОВАЦ,ТОПОЛА,427,1
742210,СВЕТЛИЋ,ТОПОЛА,256,1
742228,ТОПОЛА (ВАРОШИЦА),ТОПОЛА,4588,1
742236,ТОПОЛА (СЕЛО),ТОПОЛА,1275,1
742244,ШУМЕ,ТОПОЛА,390,1
743780,МЕЛАЈЕ,ТУТИН,429,1
743798,МИТРОВА,ТУТИН,1447,1
743801,МОРАНИ,ТУТИН,125,1
743810,НАБОЈЕ,ТУТИН,258,1
711926,ПЉАЧКОВИЦА,ВРАЊЕ,114,1
711934,ПРВОНЕК,ВРАЊСКА БАЊА,57,2
712019,РИСТОВАЦ,ВРАЊЕ,329,1
712027,РОЖДАЦЕ,ВРАЊЕ,24,1
712035,РУСЦЕ,ВРАЊЕ,69,1
712043,СЕБЕВРАЊЕ,ВРАЊСКА БАЊА,68,2
734667,ЗАСТУП,ПРИЈЕПОЉЕ,57,1
713287,ГОРЊА ВРБАВА,ГОРЊИ МИЛАНОВАЦ,128,1
713295,ГОРЊА ЦРНУЋА,ГОРЊИ МИЛАНОВАЦ,129,1
713309,ГОРЊИ БАЊАНИ,ГОРЊИ МИЛАНОВАЦ,169,1
713325,ГОРЊИ МИЛАНОВАЦ,ГОРЊИ МИЛАНОВАЦ,23109,1
746096,БОЈИЋ,ШАБАЦ,286,1
726087,МИЛАТОВИЋИ,ЛУЧАНИ,488,1
726095,НЕГРИШОРИ,ЛУЧАНИ,338,1
736058,НОВА БОЖУРНА,ПРОКУПЉЕ,214,1
736066,НОВИ ЂУРОВАЦ,ПРОКУПЉЕ,11,1
801941,НЕРАДИН,ИРИГ,413,1
709255,МАРЕНОВО,ВАРВАРИН,279,1
717983,ТРГОВИШТЕ,КЊАЖЕВАЦ,1590,1
743607,ЖИРЧЕ,ТУТИН,302,1
802662,МАЈДАН,НОВИ КНЕЖЕВАЦ,109,1
716227,КОМАДИНЕ,ИВАЊИЦА,99,1
716235,КОРИТНИК,ИВАЊИЦА,295,1
716243,КОСОВИЦА,ИВАЊИЦА,121,1
716251,КУМАНИЦА,ИВАЊИЦА,141,1
716260,КУШИЋИ,ИВАЊИЦА,382,1
716278,ЛИСА,ИВАЊИЦА,734,1
716286,ЛУКЕ,ИВАЊИЦА,772,1
717622,КАЛНА,КЊАЖЕВАЦ,194,1
717649,КАНДАЛИЦА,КЊАЖЕВАЦ,13,1
716944,ЖУЊЕ,КНИЋ,188,1
716952,ЗАБОЈНИЦА,КНИЋ,304,1
805149,СТАРИ ЛЕДИНЦИ,НОВИ САД,985,1
728829,ТАМНИЧ,НЕГОТИН,137,1
728837,ТРЊАНЕ,НЕГОТИН,233,1
739227,БОГУТИ,СЈЕНИЦА,45,1
739235,БОЖОВ ПОТОК,СЈЕНИЦА,76,1
737801,РАТКОВИЋ,РЕКОВАЦ,213,1
746339,МАОВИ,ШАБАЦ,534,1
746347,МАЧВАНСКИ ПРИЧИНОВИЋ,ШАБАЦ,1317,1
746355,МЕТЛИЋ,ШАБАЦ,700,1
800317,ВИЗИЋ,БАЧКА ПАЛАНКА,240,1
801879,ГРГЕТЕК,ИРИГ,65,1
733474,РАДОВЦИ,ПОЖЕГА,365,1
740292,ВРАНОВО,СМЕДЕРЕВО,2456,1
740306,ВРБОВАЦ,СМЕДЕРЕВО,855,1
707597,ШОШИЋЕ,БРУС,37,1
706027,МАГАШ,БОЈНИК,95,1
700754,ВРЋЕНОВИЦА,АЛЕКСИНАЦ,292,1
700762,ВУКАЊА,АЛЕКСИНАЦ,444,1
732923,БУБУШИНАЦ,ПОЖАРЕВАЦ,608,1
700444,ПОПОВЦИ,АЛЕКСАНДРОВАЦ,87,1
702986,БАБИН КАЛ,БЕЛА ПАЛАНКА,10,1
718181,ДРЕНОВЦИ,КОСЈЕРИЋ,257,1
738450,ШАНТАРОВАЦ,ЈАГОДИНА,310,1
740560,АЗАЊА,СМЕДЕРЕВСКА ПАЛАНКА,3256,1
740578,БАНИЧИНА,СМЕДЕРЕВСКА ПАЛАНКА,779,1
729264,ЛАЛИНАЦ,ПАЛИЛУЛА (НИШ),1574,2
729272,ЛЕСКОВИК,ЦРВЕНИ КРСТ,202,2
722189,МАЛА КОСАНИЦА,КУРШУМЛИЈА,54,1
722197,МАРИЧИЋЕ,КУРШУМЛИЈА,41,1
722219,МАРКОВИЋЕ,КУРШУМЛИЈА,36,1
722227,МАТАРОВА,КУРШУМЛИЈА,43,1
722367,ПАВАШТИЦА,КУРШУМЛИЈА,13,1
722375,ПЕПЕЉЕВАЦ,КУРШУМЛИЈА,15,1
722383,ПЕРУНИКА,КУРШУМЛИЈА,18,1
722839,МИШЉЕНОВАЦ,КУЧЕВО,310,1
727270,БОГУНОВАЦ,МЕДВЕЂА,42,1
724335,ЖИЖАВИЦА,ЛЕСКОВАЦ,117,1
719528,ГРДИЦА,КРАЉЕВО,742,1
739880,ПЕТРОВО ПОЉЕ,СЈЕНИЦА,12,1
733741,ДОЊА ШУШАЈА,ПРЕШЕВО,382,1
801771,ЉУКОВО,ИНЂИЈА,1383,1
724378,ЗЛОЋУДОВО,ЛЕСКОВАЦ,240,1
734101,ЗАОСТРО,ПРИБОЈ,44,1
804428,СТАРА ПАЗОВА,СТАРА ПАЗОВА,18522,1
720712,ВЕЛИКИ КУПЦИ,КРУШЕВАЦ,796,1
803456,СТАРИ ЛЕЦ,ПЛАНДИШТЕ,825,1
800643,ПАЧИР,БАЧКА ТОПОЛА,1806,1
729183,ЈАСЕНОВИК,ПАНТЕЛЕЈ,305,2
804479,БАЧКИ ВИНОГРАДИ,СУБОТИЦА,1448,1
729191,ЈЕЛАШНИЦА,НИШКА БАЊА,1306,2
733202,ГЛУМАЧ,ПОЖЕГА,561,1
733229,ГОДОВИК,ПОЖЕГА,179,1
739588,ЖИТНИЋЕ,СЈЕНИЦА,428,1
720577,ШЉИВОВА,КРУПАЊ,567,1
724572,МАЛА БИЉАНИЦА,ЛЕСКОВАЦ,179,1
739324,ВИСОЧКА,СЈЕНИЦА,27,1
701785,ПОГЛЕД,АРИЉЕ,592,1
804517,ГОРЊИ ТАВАНКУТ,СУБОТИЦА,889,1
712892,БРЊИЦА,ГОЛУБАЦ,204,1
727466,ЛЕЦЕ,МЕДВЕЂА,207,1
707392,ЛЕПЕНАЦ,БРУС,783,1
707406,ЛИВАЂЕ,БРУС,91,1
707414,МАЛА ВРБНИЦА,БРУС,145,1
804550,ЉУТОВО,СУБОТИЦА,888,1
801828,СТАРИ СЛАНКАМЕН,ИНЂИЈА,434,1
724602,МАЛА КОПАШНИЦА,ЛЕСКОВАЦ,201,1
731552,РАШЕВИЦА,ПАРАЋИН,768,1
731579,СВОЈНОВО,ПАРАЋИН,959,1
731587,СИКИРИЦА,ПАРАЋИН,719,1
731595,СИЊИ ВИР,ПАРАЋИН,167,1
730858,РАЈЧИНОВИЋКА ТРНАВА,НОВИ ПАЗАР,102,1
800074,БАНАТСКИ КАРЛОВАЦ,АЛИБУНАР,4428,1
804282,СТАРА БИНГУЛА,СРЕМСКА МИТРОВИЦА,84,1
704270,ЧИБУТКОВИЦА,ЛАЗАРЕВАЦ,990,1
704288,ШОПИЋ,ЛАЗАРЕВАЦ,2751,1
718548,СВИЛЕУВА,КОЦЕЉЕВА,1177,1
718556,СУБОТИЦА,КОЦЕЉЕВА,211,1
745740,ЛИПНИЦА,ЧАЧАК,478,1
745758,ЛОЗНИЦА,ЧАЧАК,399,1
745766,ЉУБИЋ,ЧАЧАК,58,1
745774,МЕЂУВРШЈЕ,ЧАЧАК,76,1
745782,МИЛИЋЕВЦИ,ЧАЧАК,630,1
745804,МИОКОВЦИ,ЧАЧАК,837,1
745812,МОЈСИЊЕ,ЧАЧАК,759,1
745839,МРЧАЈЕВЦИ,ЧАЧАК,2356,1
708917,ПРИЧЕВИЋ,ВАЉЕВО,285,1
703133,ДОЛАЦ (НАСЕЉЕ),БЕЛА ПАЛАНКА,318,1
703249,КРЕМЕНИЦА,БЕЛА ПАЛАНКА,7,1
703257,КРУПАЦ,БЕЛА ПАЛАНКА,67,1
714836,БРЗОХОДЕ,ЖАБАРИ,486,1
705560,СУВАЈА,БЛАЦЕ,42,1
803693,КЕВИ,СЕНТА,565,1
803758,ЈАРКОВАЦ,СЕЧАЊ,1275,1
801976,АДОРЈАН,КАЊИЖА,792,1
800104,ДОБРИЦА,АЛИБУНАР,934,1
800201,ПРИГРЕВИЦА,АПАТИН,3121,1
800112,ИЛАНЏА,АЛИБУНАР,1176,1
726311,КАЛАЊЕВЦИ,ЉИГ,499,1
740489,САРАОРЦИ,СМЕДЕРЕВО,1704,1
740497,СЕОНЕ,СМЕДЕРЕВО,880,1
708470,ГОРИЋ,ВАЉЕВО,491,1
800147,ЛОКВЕ,АЛИБУНАР,1508,1
802565,РАДОЈЕВО,НОВА ЦРЊА,784,1
703885,ПЕТРОВЧИЋ,СУРЧИН,1437,1
704881,ДУНАВАЦ,ПАЛИЛУЛА (БЕОГРАД),391,1
803774,КОНАК,СЕЧАЊ,598,1
721417,ПОЉАЦИ,КРУШЕВАЦ,264,1
721425,РИБАРЕ,КРУШЕВАЦ,448,1
729205,КАМЕНИЦА,ПАНТЕЛЕЈ,3773,2
729213,КНЕЗ СЕЛО,ПАНТЕЛЕЈ,680,2
800597,НОВО ОРАХОВО,БАЧКА ТОПОЛА,1449,1
734535,ГОСТУН,ПРИЈЕПОЉЕ,35,1
803782,КРАЈИШНИК,СЕЧАЊ,1339,1
724955,РАЈНО ПОЉЕ,ЛЕСКОВАЦ,601,1
724963,РУДАРЕ,ЛЕСКОВАЦ,451,1
724971,СВИРЦЕ,ЛЕСКОВАЦ,322,1
803812,СЕЧАЊ,СЕЧАЊ,1648,1
801887,ДОБРОДОЛ,ИРИГ,83,1
724360,ЗЛОКУЋАНЕ,ЛЕСКОВАЦ,151,1
802018,КАЊИЖА,КАЊИЖА,8067,1
714020,МАКВИШТЕ,ДЕСПОТОВАЦ,57,1
803197,ДОЊИ ТОВАРНИК,ПЕЋИНЦИ,926,1
801968,ШАТРИНЦИ,ИРИГ,318,1
800244,БАЧКО НОВО СЕЛО,БАЧ,722,1
732907,БРАТИНАЦ,ПОЖАРЕВАЦ,368,1
743461,ГУРДИЈЕЉЕ,ТУТИН,50,1
